SubjectCode,Experiment,Handiness,Trial_Number,MazeID,Lateralized,Side,Moves,Solution_RT,Obs_No,sVGC_Obs,dVGC_Obs,Orig_RandPos,Aware_ReportObs,Subj_RT,Time_Trial,toremove
S109,VGC_lat_behav,1,52,14,0,1,16,10.803772,2,0.993291,0.733516,5,8,15.368883,35.927561,0
S109,VGC_lat_behav,1,52,14,0,1,16,10.803772,3,1,0.838064,5,6,15.368883,35.927561,0
S109,VGC_lat_behav,1,52,14,0,1,16,10.803772,4,1,0.522737,5,9,15.368883,35.927561,0
S109,VGC_lat_behav,1,52,14,0,1,16,10.803772,5,4.50E-05,0.005427,5,2,15.368883,35.927561,0
S109,VGC_lat_behav,1,52,14,0,1,16,10.803772,6,4.50E-05,0.005864,5,2,15.368883,35.927561,0
S109,VGC_lat_behav,1,53,9,1,2,14,7.1926,1,0.999996,0.635068,5,7,24.286603,41.240496,0
S109,VGC_lat_behav,1,53,9,1,2,14,7.1926,2,4.50E-05,0.011048,5,4,24.286603,41.240496,0
S109,VGC_lat_behav,1,53,9,1,2,14,7.1926,3,4.50E-05,0.012972,5,2,24.286603,41.240496,0
S109,VGC_lat_behav,1,53,9,1,2,14,7.1926,4,1,0.358517,5,9,24.286603,41.240496,0
S109,VGC_lat_behav,1,53,9,1,2,14,7.1926,5,4.50E-05,0.010478,5,2,24.286603,41.240496,0
S109,VGC_lat_behav,1,53,9,1,2,14,7.1926,6,4.50E-05,0.011974,5,1,24.286603,41.240496,0
S109,VGC_lat_behav,1,54,19,0,1,17,10.742624,1,1,0.659569,5,3,24.611567,44.924338,0
S109,VGC_lat_behav,1,54,19,0,1,17,10.742624,2,0.499625,0.203611,5,6,24.611567,44.924338,0
S109,VGC_lat_behav,1,54,19,0,1,17,10.742624,3,1,0.282635,5,1,24.611567,44.924338,0
S109,VGC_lat_behav,1,54,19,0,1,17,10.742624,4,4.50E-05,0.008266,5,6,24.611567,44.924338,0
S109,VGC_lat_behav,1,54,19,0,1,17,10.742624,5,4.50E-05,0.009985,5,3,24.611567,44.924338,0
S109,VGC_lat_behav,1,54,19,0,1,17,10.742624,6,4.50E-05,0.009721,5,3,24.611567,44.924338,0
S109,VGC_lat_behav,1,55,13,0,1,20,6.125683,1,4.50E-05,0.009394,5,2,20.585731,36.637782,0
S109,VGC_lat_behav,1,55,13,0,1,20,6.125683,2,4.50E-05,0.011198,5,2,20.585731,36.637782,0
S109,VGC_lat_behav,1,55,13,0,1,20,6.125683,3,1,0.273298,5,7,20.585731,36.637782,0
S109,VGC_lat_behav,1,55,13,0,1,20,6.125683,4,1,0.446809,5,8,20.585731,36.637782,0
S109,VGC_lat_behav,1,55,13,0,1,20,6.125683,5,1,0.872278,5,6,20.585731,36.637782,0
S109,VGC_lat_behav,1,55,13,0,1,20,6.125683,6,4.50E-05,0.007465,5,3,20.585731,36.637782,0
S109,VGC_lat_behav,1,56,22,0,2,19,13.692539,1,1,0.276225,5,2,21.732635,44.959815,0
S109,VGC_lat_behav,1,56,22,0,2,19,13.692539,2,4.50E-05,0.009518,5,2,21.732635,44.959815,0
S109,VGC_lat_behav,1,56,22,0,2,19,13.692539,3,4.50E-05,0.00832,5,6,21.732635,44.959815,0
S109,VGC_lat_behav,1,56,22,0,2,19,13.692539,4,1,0.340855,5,7,21.732635,44.959815,0
S109,VGC_lat_behav,1,56,22,0,2,19,13.692539,5,4.50E-05,0.008786,5,2,21.732635,44.959815,0
S109,VGC_lat_behav,1,56,22,0,2,19,13.692539,6,1,0.794728,5,3,21.732635,44.959815,0
S109,VGC_lat_behav,1,57,21,1,1,14,6.299955,1,0.999996,0.635068,5,7,16.653063,32.595311,0
S109,VGC_lat_behav,1,57,21,1,1,14,6.299955,2,4.50E-05,0.011048,5,3,16.653063,32.595311,0
S109,VGC_lat_behav,1,57,21,1,1,14,6.299955,3,4.50E-05,0.012972,5,2,16.653063,32.595311,0
S109,VGC_lat_behav,1,57,21,1,1,14,6.299955,4,1,0.358517,5,9,16.653063,32.595311,0
S109,VGC_lat_behav,1,57,21,1,1,14,6.299955,5,4.50E-05,0.010478,5,1,16.653063,32.595311,0
S109,VGC_lat_behav,1,57,21,1,1,14,6.299955,6,4.50E-05,0.011974,5,1,16.653063,32.595311,0
S109,VGC_lat_behav,1,58,2,0,1,16,5.859838,1,4.50E-05,0.005552,5,1,15.046571,30.562099,0
S109,VGC_lat_behav,1,58,2,0,1,16,5.859838,2,0.993291,0.733516,5,7,15.046571,30.562099,0
S109,VGC_lat_behav,1,58,2,0,1,16,5.859838,3,1,0.838064,5,7,15.046571,30.562099,0
S109,VGC_lat_behav,1,58,2,0,1,16,5.859838,4,1,0.522737,5,9,15.046571,30.562099,0
S109,VGC_lat_behav,1,58,2,0,1,16,5.859838,5,4.50E-05,0.005427,5,1,15.046571,30.562099,0
S109,VGC_lat_behav,1,58,2,0,1,16,5.859838,6,4.50E-05,0.005864,5,7,15.046571,30.562099,0
S109,VGC_lat_behav,1,59,19,0,2,21,7.291602,1,1,0.659569,5,7,16.296169,33.392621,0
S109,VGC_lat_behav,1,59,19,0,2,21,7.291602,2,0.499625,0.203611,5,7,16.296169,33.392621,0
S109,VGC_lat_behav,1,59,19,0,2,21,7.291602,3,1,0.282635,5,1,16.296169,33.392621,0
S109,VGC_lat_behav,1,59,19,0,2,21,7.291602,4,4.50E-05,0.008266,5,1,16.296169,33.392621,0
S109,VGC_lat_behav,1,59,19,0,2,21,7.291602,5,4.50E-05,0.009985,5,9,16.296169,33.392621,0
S109,VGC_lat_behav,1,59,19,0,2,21,7.291602,6,4.50E-05,0.009721,5,3,16.296169,33.392621,0
S109,VGC_lat_behav,1,60,11,1,1,17,6.448901,1,4.50E-05,0.011227,5,6,20.02745,36.194242,0
S109,VGC_lat_behav,1,60,11,1,1,17,6.448901,2,4.50E-05,0.012919,5,8,20.02745,36.194242,0
S109,VGC_lat_behav,1,60,11,1,1,17,6.448901,3,1,0.465857,5,8,20.02745,36.194242,0
S109,VGC_lat_behav,1,60,11,1,1,17,6.448901,4,4.50E-05,0.01315,5,6,20.02745,36.194242,0
S109,VGC_lat_behav,1,60,11,1,1,17,6.448901,5,4.50E-05,0.011689,5,6,20.02745,36.194242,0
S109,VGC_lat_behav,1,60,11,1,1,17,6.448901,6,4.50E-05,0.011458,5,4,20.02745,36.194242,0
S109,VGC_lat_behav,1,61,2,1,1,17,6.860699,1,1,0.207716,5,7,26.706094,43.444802,0
S109,VGC_lat_behav,1,61,2,1,1,17,6.860699,2,0.006687,0.271915,5,7,26.706094,43.444802,0
S109,VGC_lat_behav,1,61,2,1,1,17,6.860699,3,4.50E-05,0.012315,5,7,26.706094,43.444802,0
S109,VGC_lat_behav,1,61,2,1,1,17,6.860699,4,4.50E-05,0.010972,5,3,26.706094,43.444802,0
S109,VGC_lat_behav,1,61,2,1,1,17,6.860699,5,1,0.359344,5,6,26.706094,43.444802,0
S109,VGC_lat_behav,1,61,2,1,1,17,6.860699,6,4.50E-05,0.012373,5,4,26.706094,43.444802,0
S109,VGC_lat_behav,1,62,4,1,2,20,5.9247,1,1,0.445887,5,3,24.082466,39.658803,0
S109,VGC_lat_behav,1,62,4,1,2,20,5.9247,2,4.50E-05,0.009504,5,7,24.082466,39.658803,0
S109,VGC_lat_behav,1,62,4,1,2,20,5.9247,3,4.50E-05,0.009802,5,7,24.082466,39.658803,0
S109,VGC_lat_behav,1,62,4,1,2,20,5.9247,4,1,0.387122,5,1,24.082466,39.658803,0
S109,VGC_lat_behav,1,62,4,1,2,20,5.9247,5,0.999954,0.154899,5,7,24.082466,39.658803,0
S109,VGC_lat_behav,1,62,4,1,2,20,5.9247,6,4.50E-05,0.009106,5,2,24.082466,39.658803,0
S109,VGC_lat_behav,1,63,12,0,2,16,6.563256,1,4.50E-05,0.011218,5,6,26.593778,42.872983,0
S109,VGC_lat_behav,1,63,12,0,2,16,6.563256,2,4.50E-05,0.013263,5,8,26.593778,42.872983,0
S109,VGC_lat_behav,1,63,12,0,2,16,6.563256,3,0.923994,0.596033,5,8,26.593778,42.872983,0
S109,VGC_lat_behav,1,63,12,0,2,16,6.563256,4,4.50E-05,0.01097,5,4,26.593778,42.872983,0
S109,VGC_lat_behav,1,63,12,0,2,16,6.563256,5,0.006688,0.116889,5,4,26.593778,42.872983,0
S109,VGC_lat_behav,1,63,12,0,2,16,6.563256,6,1,0.316083,5,6,26.593778,42.872983,0
S109,VGC_lat_behav,1,64,17,1,1,16,7.501793,1,0.000553,0.070838,5,1,15.556388,32.573535,0
S109,VGC_lat_behav,1,64,17,1,1,16,7.501793,2,0.006687,0.068372,5,8,15.556388,32.573535,0
S109,VGC_lat_behav,1,64,17,1,1,16,7.501793,3,1,0.736806,5,9,15.556388,32.573535,0
S109,VGC_lat_behav,1,64,17,1,1,16,7.501793,4,4.50E-05,0.011899,5,1,15.556388,32.573535,0
S109,VGC_lat_behav,1,64,17,1,1,16,7.501793,5,4.50E-05,0.008631,5,2,15.556388,32.573535,0
S109,VGC_lat_behav,1,64,17,1,1,16,7.501793,6,1,0.735882,5,8,15.556388,32.573535,0
S109,VGC_lat_behav,1,65,23,0,1,17,9.994437,1,0.006687,0.109513,5,2,15.953498,35.551114,0
S109,VGC_lat_behav,1,65,23,0,1,17,9.994437,2,1,0.120128,5,2,15.953498,35.551114,0
S109,VGC_lat_behav,1,65,23,0,1,17,9.994437,3,4.50E-05,0.011137,5,2,15.953498,35.551114,0
S109,VGC_lat_behav,1,65,23,0,1,17,9.994437,4,1,0.308759,5,8,15.953498,35.551114,0
S109,VGC_lat_behav,1,65,23,0,1,17,9.994437,5,4.50E-05,0.010673,5,3,15.953498,35.551114,0
S109,VGC_lat_behav,1,65,23,0,1,17,9.994437,6,1,0.130104,5,9,15.953498,35.551114,0
S109,VGC_lat_behav,1,66,17,0,2,22,9.731203,1,0.500011,0.212419,5,6,18.972608,38.358647,0
S109,VGC_lat_behav,1,66,17,0,2,22,9.731203,2,1,0.357028,5,6,18.972608,38.358647,0
S109,VGC_lat_behav,1,66,17,0,2,22,9.731203,3,4.50E-05,0.007824,5,9,18.972608,38.358647,0
S109,VGC_lat_behav,1,66,17,0,2,22,9.731203,4,0.500011,0.218911,5,2,18.972608,38.358647,0
S109,VGC_lat_behav,1,66,17,0,2,22,9.731203,5,4.50E-05,0.008379,5,7,18.972608,38.358647,0
S109,VGC_lat_behav,1,66,17,0,2,22,9.731203,6,0.999954,0.716164,5,9,18.972608,38.358647,0
S109,VGC_lat_behav,1,67,19,1,1,16,6.3828,1,4.50E-05,0.013574,5,2,12.851264,28.791879,0
S109,VGC_lat_behav,1,67,19,1,1,16,6.3828,2,0.776986,0.04533,5,9,12.851264,28.791879,0
S109,VGC_lat_behav,1,67,19,1,1,16,6.3828,3,4.50E-05,0.011582,5,3,12.851264,28.791879,0
S109,VGC_lat_behav,1,67,19,1,1,16,6.3828,4,1,0.478518,5,8,12.851264,28.791879,0
S109,VGC_lat_behav,1,67,19,1,1,16,6.3828,5,4.50E-05,0.009527,5,1,12.851264,28.791879,0
S109,VGC_lat_behav,1,67,19,1,1,16,6.3828,6,1,0.513699,5,9,12.851264,28.791879,0
S109,VGC_lat_behav,1,68,11,1,2,15,4.407469,1,4.50E-05,0.011227,5,6,16.459223,30.360298,0
S109,VGC_lat_behav,1,68,11,1,2,15,4.407469,2,4.50E-05,0.012919,5,2,16.459223,30.360298,0
S109,VGC_lat_behav,1,68,11,1,2,15,4.407469,3,1,0.465857,5,9,16.459223,30.360298,0
S109,VGC_lat_behav,1,68,11,1,2,15,4.407469,4,4.50E-05,0.01315,5,2,16.459223,30.360298,0
S109,VGC_lat_behav,1,68,11,1,2,15,4.407469,5,4.50E-05,0.011689,5,7,16.459223,30.360298,0
S109,VGC_lat_behav,1,68,11,1,2,15,4.407469,6,4.50E-05,0.011458,5,2,16.459223,30.360298,0
S109,VGC_lat_behav,1,69,21,0,1,17,6.340371,1,1,0.257614,5,7,16.569577,32.83617,0
S109,VGC_lat_behav,1,69,21,0,1,17,6.340371,2,4.50E-05,0.009587,5,6,16.569577,32.83617,0
S109,VGC_lat_behav,1,69,21,0,1,17,6.340371,3,4.50E-05,0.010814,5,6,16.569577,32.83617,0
S109,VGC_lat_behav,1,69,21,0,1,17,6.340371,4,1,0.217455,5,9,16.569577,32.83617,0
S109,VGC_lat_behav,1,69,21,0,1,17,6.340371,5,4.50E-05,0.008476,5,2,16.569577,32.83617,0
S109,VGC_lat_behav,1,69,21,0,1,17,6.340371,6,1,0.616707,5,9,16.569577,32.83617,0
S109,VGC_lat_behav,1,70,9,0,1,17,5.291661,1,1,0.257614,5,7,18.50884,33.576771,0
S109,VGC_lat_behav,1,70,9,0,1,17,5.291661,2,4.50E-05,0.009587,5,1,18.50884,33.576771,0
S109,VGC_lat_behav,1,70,9,0,1,17,5.291661,3,4.50E-05,0.010814,5,8,18.50884,33.576771,0
S109,VGC_lat_behav,1,70,9,0,1,17,5.291661,4,1,0.217455,5,9,18.50884,33.576771,0
S109,VGC_lat_behav,1,70,9,0,1,17,5.291661,5,4.50E-05,0.008476,5,2,18.50884,33.576771,0
S109,VGC_lat_behav,1,70,9,0,1,17,5.291661,6,1,0.616707,5,9,18.50884,33.576771,0
S109,VGC_lat_behav,1,71,7,0,1,15,6.732034,1,1,0.659569,5,9,16.318947,32.654722,0
S109,VGC_lat_behav,1,71,7,0,1,15,6.732034,2,0.499625,0.203611,5,9,16.318947,32.654722,0
S109,VGC_lat_behav,1,71,7,0,1,15,6.732034,3,1,0.282635,5,6,16.318947,32.654722,0
S109,VGC_lat_behav,1,71,7,0,1,15,6.732034,4,4.50E-05,0.008266,5,1,16.318947,32.654722,0
S109,VGC_lat_behav,1,71,7,0,1,15,6.732034,5,4.50E-05,0.009985,5,6,16.318947,32.654722,0
S109,VGC_lat_behav,1,71,7,0,1,15,6.732034,6,4.50E-05,0.009721,5,2,16.318947,32.654722,0
S109,VGC_lat_behav,1,72,24,1,1,13,7.96615,1,4.50E-05,0.009357,5,1,16.523524,34.077252,0
S109,VGC_lat_behav,1,72,24,1,1,13,7.96615,2,4.50E-05,0.00928,5,6,16.523524,34.077252,0
S109,VGC_lat_behav,1,72,24,1,1,13,7.96615,3,0.999446,0.587238,5,6,16.523524,34.077252,0
S109,VGC_lat_behav,1,72,24,1,1,13,7.96615,4,4.50E-05,0.013651,5,1,16.523524,34.077252,0
S109,VGC_lat_behav,1,72,24,1,1,13,7.96615,5,0.499675,0.011811,5,8,16.523524,34.077252,0
S109,VGC_lat_behav,1,72,24,1,1,13,7.96615,6,1,0.309763,5,9,16.523524,34.077252,0
S109,VGC_lat_behav,1,73,5,0,2,20,7.356009,1,0.500011,0.212419,5,6,21.696986,38.710989,0
S109,VGC_lat_behav,1,73,5,0,2,20,7.356009,2,1,0.357028,5,9,21.696986,38.710989,0
S109,VGC_lat_behav,1,73,5,0,2,20,7.356009,3,4.50E-05,0.007824,5,8,21.696986,38.710989,0
S109,VGC_lat_behav,1,73,5,0,2,20,7.356009,4,0.500011,0.218911,5,1,21.696986,38.710989,0
S109,VGC_lat_behav,1,73,5,0,2,20,7.356009,5,4.50E-05,0.008379,5,7,21.696986,38.710989,0
S109,VGC_lat_behav,1,73,5,0,2,20,7.356009,6,0.999954,0.716164,5,3,21.696986,38.710989,0
S109,VGC_lat_behav,1,74,17,0,1,18,7.581039,1,0.500011,0.212419,5,9,15.995399,33.530592,0
S109,VGC_lat_behav,1,74,17,0,1,18,7.581039,2,1,0.357028,5,9,15.995399,33.530592,0
S109,VGC_lat_behav,1,74,17,0,1,18,7.581039,3,4.50E-05,0.007824,5,7,15.995399,33.530592,0
S109,VGC_lat_behav,1,74,17,0,1,18,7.581039,4,0.500011,0.218911,5,2,15.995399,33.530592,0
S109,VGC_lat_behav,1,74,17,0,1,18,7.581039,5,4.50E-05,0.008379,5,1,15.995399,33.530592,0
S109,VGC_lat_behav,1,74,17,0,1,18,7.581039,6,0.999954,0.716164,5,6,15.995399,33.530592,0
S109,VGC_lat_behav,1,75,20,0,1,28,11.67993,1,4.50E-05,0.009304,5,6,16.644109,37.953487,0
S109,VGC_lat_behav,1,75,20,0,1,28,11.67993,2,4.50E-05,0.009213,5,2,16.644109,37.953487,0
S109,VGC_lat_behav,1,75,20,0,1,28,11.67993,3,1,0.536468,5,7,16.644109,37.953487,0
S109,VGC_lat_behav,1,75,20,0,1,28,11.67993,4,4.50E-05,0.009803,5,2,16.644109,37.953487,0
S109,VGC_lat_behav,1,75,20,0,1,28,11.67993,5,1,0.274407,5,6,16.644109,37.953487,0
S109,VGC_lat_behav,1,75,20,0,1,28,11.67993,6,1,0.354378,5,7,16.644109,37.953487,0
S109,VGC_lat_behav,1,76,22,0,1,23,9.123131,1,1,0.276225,5,7,16.736159,35.357991,0
S109,VGC_lat_behav,1,76,22,0,1,23,9.123131,2,4.50E-05,0.009518,5,2,16.736159,35.357991,0
S109,VGC_lat_behav,1,76,22,0,1,23,9.123131,3,4.50E-05,0.00832,5,2,16.736159,35.357991,0
S109,VGC_lat_behav,1,76,22,0,1,23,9.123131,4,1,0.340855,5,7,16.736159,35.357991,0
S109,VGC_lat_behav,1,76,22,0,1,23,9.123131,5,4.50E-05,0.008786,5,8,16.736159,35.357991,0
S109,VGC_lat_behav,1,76,22,0,1,23,9.123131,6,1,0.794728,5,2,16.736159,35.357991,0
S109,VGC_lat_behav,1,77,7,1,1,16,6.302327,1,4.50E-05,0.013574,5,6,19.222823,35.373307,0
S109,VGC_lat_behav,1,77,7,1,1,16,6.302327,2,0.776986,0.04533,5,4,19.222823,35.373307,0
S109,VGC_lat_behav,1,77,7,1,1,16,6.302327,3,4.50E-05,0.011582,5,1,19.222823,35.373307,0
S109,VGC_lat_behav,1,77,7,1,1,16,6.302327,4,1,0.478518,5,7,19.222823,35.373307,0
S109,VGC_lat_behav,1,77,7,1,1,16,6.302327,5,4.50E-05,0.009527,5,2,19.222823,35.373307,0
S109,VGC_lat_behav,1,77,7,1,1,16,6.302327,6,1,0.513699,5,8,19.222823,35.373307,0
S109,VGC_lat_behav,1,78,2,0,2,16,6.892237,1,4.50E-05,0.005552,5,1,17.386848,33.776359,0
S109,VGC_lat_behav,1,78,2,0,2,16,6.892237,2,0.993291,0.733516,5,8,17.386848,33.776359,0
S109,VGC_lat_behav,1,78,2,0,2,16,6.892237,3,1,0.838064,5,8,17.386848,33.776359,0
S109,VGC_lat_behav,1,78,2,0,2,16,6.892237,4,1,0.522737,5,9,17.386848,33.776359,0
S109,VGC_lat_behav,1,78,2,0,2,16,6.892237,5,4.50E-05,0.005427,5,4,17.386848,33.776359,0
S109,VGC_lat_behav,1,78,2,0,2,16,6.892237,6,4.50E-05,0.005864,5,2,17.386848,33.776359,0
S109,VGC_lat_behav,1,79,20,1,1,20,10.555701,1,1,0.434939,5,6,18.055476,38.195093,0
S109,VGC_lat_behav,1,79,20,1,1,20,10.555701,2,0.999954,0.179027,5,7,18.055476,38.195093,0
S109,VGC_lat_behav,1,79,20,1,1,20,10.555701,3,4.50E-05,0.010833,5,4,18.055476,38.195093,0
S109,VGC_lat_behav,1,79,20,1,1,20,10.555701,4,4.50E-05,0.01009,5,6,18.055476,38.195093,0
S109,VGC_lat_behav,1,79,20,1,1,20,10.555701,5,1,0.652222,5,3,18.055476,38.195093,0
S109,VGC_lat_behav,1,79,20,1,1,20,10.555701,6,4.50E-05,0.011886,5,1,18.055476,38.195093,0
S109,VGC_lat_behav,1,80,10,0,1,25,10.155995,1,1,0.276225,5,3,14.084055,33.805886,0
S109,VGC_lat_behav,1,80,10,0,1,25,10.155995,2,4.50E-05,0.009518,5,1,14.084055,33.805886,0
S109,VGC_lat_behav,1,80,10,0,1,25,10.155995,3,4.50E-05,0.00832,5,7,14.084055,33.805886,0
S109,VGC_lat_behav,1,80,10,0,1,25,10.155995,4,1,0.340855,5,9,14.084055,33.805886,0
S109,VGC_lat_behav,1,80,10,0,1,25,10.155995,5,4.50E-05,0.008786,5,4,14.084055,33.805886,0
S109,VGC_lat_behav,1,80,10,0,1,25,10.155995,6,1,0.794728,5,7,14.084055,33.805886,0
S109,VGC_lat_behav,1,81,16,1,1,20,4.902013,1,1,0.445887,5,6,14.266074,28.859473,0
S109,VGC_lat_behav,1,81,16,1,1,20,4.902013,2,4.50E-05,0.009504,5,2,14.266074,28.859473,0
S109,VGC_lat_behav,1,81,16,1,1,20,4.902013,3,4.50E-05,0.009802,5,2,14.266074,28.859473,0
S109,VGC_lat_behav,1,81,16,1,1,20,4.902013,4,1,0.387122,5,8,14.266074,28.859473,0
S109,VGC_lat_behav,1,81,16,1,1,20,4.902013,5,0.999954,0.154899,5,8,14.266074,28.859473,0
S109,VGC_lat_behav,1,81,16,1,1,20,4.902013,6,4.50E-05,0.009106,5,1,14.266074,28.859473,0
S109,VGC_lat_behav,1,82,7,1,2,16,8.141341,1,4.50E-05,0.013574,5,6,20.324734,38.25755,0
S109,VGC_lat_behav,1,82,7,1,2,16,8.141341,2,0.776986,0.04533,5,3,20.324734,38.25755,0
S109,VGC_lat_behav,1,82,7,1,2,16,8.141341,3,4.50E-05,0.011582,5,4,20.324734,38.25755,0
S109,VGC_lat_behav,1,82,7,1,2,16,8.141341,4,1,0.478518,5,8,20.324734,38.25755,0
S109,VGC_lat_behav,1,82,7,1,2,16,8.141341,5,4.50E-05,0.009527,5,2,20.324734,38.25755,0
S109,VGC_lat_behav,1,82,7,1,2,16,8.141341,6,1,0.513699,5,9,20.324734,38.25755,0
S109,VGC_lat_behav,1,83,1,1,2,20,6.789686,1,4.50E-05,0.010614,5,1,11.950424,28.395567,0
S109,VGC_lat_behav,1,83,1,1,2,20,6.789686,2,1,0.280231,5,9,11.950424,28.395567,0
S109,VGC_lat_behav,1,83,1,1,2,20,6.789686,3,4.50E-05,0.009063,5,2,11.950424,28.395567,0
S109,VGC_lat_behav,1,83,1,1,2,20,6.789686,4,1,0.506131,5,8,11.950424,28.395567,0
S109,VGC_lat_behav,1,83,1,1,2,20,6.789686,5,1,0.116852,5,1,11.950424,28.395567,0
S109,VGC_lat_behav,1,83,1,1,2,20,6.789686,6,1,0.198856,5,9,11.950424,28.395567,0
S109,VGC_lat_behav,1,84,16,0,1,22,14.033786,1,0.776937,0.277952,5,6,19.792679,43.624113,0
S109,VGC_lat_behav,1,84,16,0,1,22,14.033786,2,4.50E-05,0.012442,5,7,19.792679,43.624113,0
S109,VGC_lat_behav,1,84,16,0,1,22,14.033786,3,4.50E-05,0.012992,5,7,19.792679,43.624113,0
S109,VGC_lat_behav,1,84,16,0,1,22,14.033786,4,0.006687,0.126397,5,7,19.792679,43.624113,0
S109,VGC_lat_behav,1,84,16,0,1,22,14.033786,5,1,0.860941,5,4,19.792679,43.624113,0
S109,VGC_lat_behav,1,84,16,0,1,22,14.033786,6,4.50E-05,0.010074,5,4,19.792679,43.624113,0
S109,VGC_lat_behav,1,85,12,1,1,13,7.055168,1,4.50E-05,0.009357,5,1,20.513778,37.476509,0
S109,VGC_lat_behav,1,85,12,1,1,13,7.055168,2,4.50E-05,0.00928,5,6,20.513778,37.476509,0
S109,VGC_lat_behav,1,85,12,1,1,13,7.055168,3,0.999446,0.587238,5,7,20.513778,37.476509,0
S109,VGC_lat_behav,1,85,12,1,1,13,7.055168,4,4.50E-05,0.013651,5,7,20.513778,37.476509,0
S109,VGC_lat_behav,1,85,12,1,1,13,7.055168,5,0.499675,0.011811,5,2,20.513778,37.476509,0
S109,VGC_lat_behav,1,85,12,1,1,13,7.055168,6,1,0.309763,5,4,20.513778,37.476509,0
S109,VGC_lat_behav,1,86,23,0,2,17,6.950607,1,0.006687,0.109513,5,7,19.535394,36.243774,0
S109,VGC_lat_behav,1,86,23,0,2,17,6.950607,2,1,0.120128,5,7,19.535394,36.243774,0
S109,VGC_lat_behav,1,86,23,0,2,17,6.950607,3,4.50E-05,0.011137,5,7,19.535394,36.243774,0
S109,VGC_lat_behav,1,86,23,0,2,17,6.950607,4,1,0.308759,5,4,19.535394,36.243774,0
S109,VGC_lat_behav,1,86,23,0,2,17,6.950607,5,4.50E-05,0.010673,5,4,19.535394,36.243774,0
S109,VGC_lat_behav,1,86,23,0,2,17,6.950607,6,1,0.130104,5,1,19.535394,36.243774,0
S109,VGC_lat_behav,1,87,17,1,2,16,5.626824,1,0.000553,0.070838,5,2,17.680978,33.095106,0
S109,VGC_lat_behav,1,87,17,1,2,16,5.626824,2,0.006687,0.068372,5,8,17.680978,33.095106,0
S109,VGC_lat_behav,1,87,17,1,2,16,5.626824,3,1,0.736806,5,9,17.680978,33.095106,0
S109,VGC_lat_behav,1,87,17,1,2,16,5.626824,4,4.50E-05,0.011899,5,2,17.680978,33.095106,0
S109,VGC_lat_behav,1,87,17,1,2,16,5.626824,5,4.50E-05,0.008631,5,4,17.680978,33.095106,0
S109,VGC_lat_behav,1,87,17,1,2,16,5.626824,6,1,0.735882,5,6,17.680978,33.095106,0
S109,VGC_lat_behav,1,88,15,0,1,15,4.464308,1,1,0.206502,5,7,24.314269,38.29101,0
S109,VGC_lat_behav,1,88,15,0,1,15,4.464308,2,4.50E-05,0.009241,5,1,24.314269,38.29101,0
S109,VGC_lat_behav,1,88,15,0,1,15,4.464308,3,4.50E-05,0.011435,5,2,24.314269,38.29101,0
S109,VGC_lat_behav,1,88,15,0,1,15,4.464308,4,0.924007,0.5731,5,7,24.314269,38.29101,0
S109,VGC_lat_behav,1,88,15,0,1,15,4.464308,5,4.50E-05,0.00984,5,7,24.314269,38.29101,0
S109,VGC_lat_behav,1,88,15,0,1,15,4.464308,6,1,0.336414,5,4,24.314269,38.29101,0
S109,VGC_lat_behav,1,89,12,0,1,16,6.453459,1,4.50E-05,0.011218,5,7,21.977879,38.001155,0
S109,VGC_lat_behav,1,89,12,0,1,16,6.453459,2,4.50E-05,0.013263,5,7,21.977879,38.001155,0
S109,VGC_lat_behav,1,89,12,0,1,16,6.453459,3,0.923994,0.596033,5,7,21.977879,38.001155,0
S109,VGC_lat_behav,1,89,12,0,1,16,6.453459,4,4.50E-05,0.01097,5,2,21.977879,38.001155,0
S109,VGC_lat_behav,1,89,12,0,1,16,6.453459,5,0.006688,0.116889,5,6,21.977879,38.001155,0
S109,VGC_lat_behav,1,89,12,0,1,16,6.453459,6,1,0.316083,5,1,21.977879,38.001155,0
S109,VGC_lat_behav,1,90,9,1,1,14,4.869265,1,0.999996,0.635068,5,9,17.954133,32.678253,0
S109,VGC_lat_behav,1,90,9,1,1,14,4.869265,2,4.50E-05,0.011048,5,6,17.954133,32.678253,0
S109,VGC_lat_behav,1,90,9,1,1,14,4.869265,3,4.50E-05,0.012972,5,7,17.954133,32.678253,0
S109,VGC_lat_behav,1,90,9,1,1,14,4.869265,4,1,0.358517,5,8,17.954133,32.678253,0
S109,VGC_lat_behav,1,90,9,1,1,14,4.869265,5,4.50E-05,0.010478,5,2,17.954133,32.678253,0
S109,VGC_lat_behav,1,90,9,1,1,14,4.869265,6,4.50E-05,0.011974,5,4,17.954133,32.678253,0
S109,VGC_lat_behav,1,91,15,0,2,17,6.227234,1,1,0.206502,5,6,16.86508,32.691611,0
S109,VGC_lat_behav,1,91,15,0,2,17,6.227234,2,4.50E-05,0.009241,5,1,16.86508,32.691611,0
S109,VGC_lat_behav,1,91,15,0,2,17,6.227234,3,4.50E-05,0.011435,5,6,16.86508,32.691611,0
S109,VGC_lat_behav,1,91,15,0,2,17,6.227234,4,0.924007,0.5731,5,6,16.86508,32.691611,0
S109,VGC_lat_behav,1,91,15,0,2,17,6.227234,5,4.50E-05,0.00984,5,4,16.86508,32.691611,0
S109,VGC_lat_behav,1,91,15,0,2,17,6.227234,6,1,0.336414,5,6,16.86508,32.691611,0
